id,companyName,numberOfEmployeesCategory,yearOfFoundation,website,email,phone,programmingLanguagesUsed,subIndustries,serviceIndustry,exportSalesCategory
1019600044425,TSF SERVICE S.R.L.,10-49,2019-09-23,-,marina.ardeleanu26@gmail.com,+373 79045970,"['java', 'php', 'python', 'javascript', 'laravel']","['gpsnavigationgis', 'clouddatacenters']","['telecommunications', 'transport']",100%
1024600005505,NOVA LINES OPERATION CENTER S.R.L.,50-249,2024-02-01,-,nicolaescu.victor@gmail.com,+373 69262712,"['python', 'sql', 'php', 'html', 'others']","['others', 'softwaredevelopment', 'webdevelopment']","['others', 'computerequipmentservices']",100%
1023600060967,"""DOT TEAM GROUP"" S.R.L.",10-49,2023-11-23,nu este,info@dotteam.co,+373 79055903,"['java', 'javascript', 'python', 'c', 'ruby', 'html']",['softwaredevelopment'],['ecommerceretail'],0-25%
1023600034630,LEAD PERFORMANCE CONSULTING S.R.L.,10-49,2023-07-04,-,leadperformanceconsultingsrl@gmail.com,+373 79100987,"['python', 'java', 'javascript', 'html', 'others']","['dataanalysisprocessing', 'itauditconsulting', 'others']",['others'],0-25%
1024609002518,KRATOSSOFT S.R.L.,10-49,2024-04-11,in progress,general.info.officemd@gmail.com,+373 76829400,"['c', 'java', 'javascript', 'html', 'others', 'python', 'css', 'sql']","['applicationtesting', 'dataanalysisprocessing', 'artificialintelligence', 'applicationdevelopment', 'softwaredevelopment', 'others', 'dataanalysisprocessing', 'applicationtesting', 'gpsnavigationgis', 'clouddatacenters', 'cybersecurity', 'dataanalysisprocessing']","['telecommunications', 'others', 'computerequipmentservices', 'constructionrealestate', 'computerequipmentservices', 'ecommerceretail', 'transport']",100%
1018600020543,KIV TECHNOLOGY GROUP S.R.L.,50-249,2018-05-02,https://ctb.business-class.com/ ,remote.office.md@gmail.com,+373 78266063,"['javascript', 'python', 'others']","['softwaredevelopment', 'applicationdevelopment', 'others']","['tourismhospitalityleisure', 'others']",100%
1024600055832,PGLA GROUP S.R.L.,10-49,2024-06-20,In proces de realizare,general.info.officemd@gmail.com,+373 69970895,"['javascript', 'sql', 'python']","['dataanalysisprocessing', 'gpsnavigationgis', 'others']","['automotive', 'transport', 'others']",100%
1024600071744,UNIPRO CCITS S.R.L.,10-49,2024-09-16,https://unipro.md/,admin@unipro.md,+373 79798920,"['php', 'sql', 'python', 'javascript', 'html', 'css', 'typescript']","['erpcrm', 'webdesign', 'webdevelopment', 'softwaredevelopment', 'clouddatacenters', 'others']","['tourismhospitalityleisure', 'transport']",100%
1024600089589,AIDEVELOPMENT S.R.L.,>249,2024-12-19,n/a,office@aidevelopment.md,+373 69105740,"['php', 'sql', 'python', 'laravel', 'http']","['dataanalysisprocessing', 'artificialintelligence', 'erpcrm', 'softwaredevelopment']","['ecommerceretail', 'computerequipmentservices']",100%
1025600008396,AFC CENTER S.R.L.,10-49,2025-02-07,in proces de lucru,smart.officemd@gmail.com,+373 79093999,"['sql', 'python', 'javascript', 'php', 'others', 'ruby']","['dataanalysisprocessing', 'gpsnavigationgis', 'clouddatacenters']","['automotive', 'transport', 'hrrecruitment', 'others']",100%
1025605001978,"""ATS GLOBAL"" S.R.L.",50-249,2025-03-03,-,aliona_sonya@mail.ru,+373 69302778,"['php', 'python', 'javascript', 'laravel', 'html', 'css', 'typescript']","['applicationtesting', 'dataanalysisprocessing', 'itauditconsulting', 'applicationdevelopment', 'webdevelopment', 'webdesign']","['tourismhospitalityleisure', 'telecommunications', 'ecommerceretail']",100%
1024600080128,MAIB TECH S.R.L.,10-49,2024-10-28,0,viktor.razhev@maib.md,+373 68403475,"['others', 'net', 'sql', 'java', 'python']","['softwaredevelopment', 'applicationtesting', 'applicationdevelopment']",['financebanking'],0-25%
1025600031105,"""CENTURIO IT SOLUTIONS"" S.R.L.",10-49,2025-05-16,https://centour.io/,skaldone@gmail.com,+373 69699574,"['golang', 'python', 'react', 'php', 'laravel', 'sql', 'javascript']","['softwaredevelopment', 'applicationdevelopment', 'applicationtesting', 'webdevelopment']",['tourismhospitalityleisure'],100%
1025600039503,"""TECHNOSOFT SYSTEMS"" S.R.L.",10-49,2025-06-26,-,natalia.zinchevici@ab.md,+373 69818384,"['php', 'sql', 'c', 'java', 'jquery', 'css', 'python', 'http', 'react', 'others']","['applicationtesting', 'dataanalysisprocessing', 'erpcrm', 'cybersecurity', 'itauditconsulting', 'webdevelopment', 'seo', 'marketplace', 'pim', 'applicationdevelopment']","['ecommerceretail', 'computerequipmentservices', 'researchdevelopment']",0%
1025600039189,"""KYPLO"" S.R.L.",10-49,2025-06-24,-,alatimbalari@mail.ru,+373 60825925,"['php', 'python', 'java', 'javascript', 'laravel', 'react', 'typescript']","['webdesign', 'webdevelopment', 'softwaredevelopment']",['researchdevelopment'],75-99%
1025600050959,"""MK Kredit Tech"" S.R.L.",10-49,2025-08-21,www.mkkredit.md,petru.delinschi@mkkredit.md,+373 69290771,"['c', 'python']","['applicationdevelopment', 'erpcrm', 'dataanalysisprocessing']",['financebanking'],0%
1025600051347,"""AFPRO SUPPORT CENTER"" S.R.L.",10-49,2025-08-22,0,andreifediucc@gmail.com,+373 60999783,"['php', 'c', 'net', 'sql', 'python', 'java', 'javascript', 'html', 'css', 'ruby', 'react', 'csharp', 'lua']","['artificialintelligence', 'dataanalysisprocessing', 'clouddatacenters', 'marketplace']",['constructionrealestate'],50-75%
